01/01/2026 10:15:00 - 01/01/2026 10:30:00;24,85
01/01/2026 10:30:00 - 01/01/2026 10:45:00;22,27
01/01/2026 10:45:00 - 01/01/2026 11:00:00;10,23
01/01/2026 11:00:00 - 01/01/2026 11:15:00;39,44
01/01/2026 11:15:00 - 01/01/2026 11:30:00;21,09
01/01/2026 11:30:00 - 01/01/2026 11:45:00;25,17
01/01/2026 11:45:00 - 01/01/2026 12:00:00;20,28
01/01/2026 12:00:00 - 01/01/2026 12:15:00;22,48
01/01/2026 12:15:00 - 01/01/2026 12:30:00;26,06
01/01/2026 12:30:00 - 01/01/2026 12:45:00;29,66
01/01/2026 12:45:00 - 01/01/2026 13:00:00;34,63
01/01/2026 13:00:00 - 01/01/2026 13:15:00;40,01
01/01/2026 13:15:00 - 01/01/2026 13:30:00;40
01/01/2026 13:30:00 - 01/01/2026 13:45:00;31,94
01/01/2026 13:45:00 - 01/01/2026 14:00:00;32,96
01/01/2026 14:00:00 - 01/01/2026 14:15:00;38,99
01/01/2026 14:15:00 - 01/01/2026 14:30:00;54,88
01/01/2026 14:30:00 - 01/01/2026 14:45:00;54,69
01/01/2026 14:45:00 - 01/01/2026 15:00:00;80,27
01/01/2026 15:00:00 - 01/01/2026 15:15:00;55,32
01/01/2026 15:15:00 - 01/01/2026 15:30:00;65,84
01/01/2026 15:30:00 - 01/01/2026 15:45:00;104,05
01/01/2026 15:45:00 - 01/01/2026 16:00:00;132,24
01/01/2026 16:00:00 - 01/01/2026 16:15:00;108,78
01/01/2026 16:15:00 - 01/01/2026 16:30:00;110,89
01/01/2026 16:30:00 - 01/01/2026 16:45:00;123,08
01/01/2026 16:45:00 - 01/01/2026 17:00:00;97,3
01/01/2026 17:00:00 - 01/01/2026 17:15:00;113,43
01/01/2026 17:15:00 - 01/01/2026 17:30:00;123,57
01/01/2026 17:30:00 - 01/01/2026 17:45:00;104,06
01/01/2026 17:45:00 - 01/01/2026 18:00:00;91,42
01/01/2026 18:00:00 - 01/01/2026 18:15:00;115,09
01/01/2026 18:15:00 - 01/01/2026 18:30:00;94,07
01/01/2026 18:30:00 - 01/01/2026 18:45:00;118,71
01/01/2026 18:45:00 - 01/01/2026 19:00:00;104,6
01/01/2026 19:00:00 - 01/01/2026 19:15:00;87,64
01/01/2026 19:15:00 - 01/01/2026 19:30:00;105,64
01/01/2026 19:30:00 - 01/01/2026 19:45:00;120,93
01/01/2026 19:45:00 - 01/01/2026 20:00:00;118,26
01/01/2026 20:00:00 - 01/01/2026 20:15:00;104,06
01/01/2026 20:15:00 - 01/01/2026 20:30:00;123,48
01/01/2026 20:30:00 - 01/01/2026 20:45:00;104,06
01/01/2026 20:45:00 - 01/01/2026 21:00:00;104,05
01/01/2026 21:00:00 - 01/01/2026 21:15:00;104,06
01/01/2026 21:15:00 - 01/01/2026 21:30:00;104,06
01/01/2026 21:30:00 - 01/01/2026 21:45:00;84,71
01/01/2026 21:45:00 - 01/01/2026 22:00:00;67,16
01/01/2026 22:00:00 - 01/01/2026 22:15:00;104,06
01/01/2026 22:15:00 - 01/01/2026 22:30:00;126,37
01/01/2026 22:30:00 - 01/01/2026 22:45:00;104,06
01/01/2026 22:45:00 - 01/01/2026 23:00:00;98,42
01/01/2026 23:00:00 - 01/01/2026 23:15:00;89,52
01/01/2026 23:15:00 - 01/01/2026 23:30:00;50,89
01/01/2026 23:30:00 - 01/01/2026 23:45:00;52,28
01/01/2026 23:45:00 - 02/01/2026 00:00:00;40,5
02/01/2026 00:00:00 - 02/01/2026 00:15:00;92,04
02/01/2026 00:15:00 - 02/01/2026 00:30:00;87,05
02/01/2026 00:30:00 - 02/01/2026 00:45:00;92,88
02/01/2026 00:45:00 - 02/01/2026 01:00:00;92,46
02/01/2026 01:00:00 - 02/01/2026 01:15:00;92,17
02/01/2026 01:15:00 - 02/01/2026 01:30:00;87,27
02/01/2026 01:30:00 - 02/01/2026 01:45:00;83,5
02/01/2026 01:45:00 - 02/01/2026 02:00:00;81,94
02/01/2026 02:00:00 - 02/01/2026 02:15:00;80,61
02/01/2026 02:15:00 - 02/01/2026 02:30:00;79,95
02/01/2026 02:30:00 - 02/01/2026 02:45:00;77,64
02/01/2026 02:45:00 - 02/01/2026 03:00:00;75,39
02/01/2026 03:00:00 - 02/01/2026 03:15:00;74,71
02/01/2026 03:15:00 - 02/01/2026 03:30:00;74,98
02/01/2026 03:30:00 - 02/01/2026 03:45:00;80,28
02/01/2026 03:45:00 - 02/01/2026 04:00:00;77,49
02/01/2026 04:00:00 - 02/01/2026 04:15:00;80,19
02/01/2026 04:15:00 - 02/01/2026 04:30:00;77,71
02/01/2026 04:30:00 - 02/01/2026 04:45:00;80,35
02/01/2026 04:45:00 - 02/01/2026 05:00:00;80,34
02/01/2026 05:00:00 - 02/01/2026 05:15:00;81,67
02/01/2026 05:15:00 - 02/01/2026 05:30:00;81,07
02/01/2026 05:30:00 - 02/01/2026 05:45:00;84,06
02/01/2026 05:45:00 - 02/01/2026 06:00:00;97,3
02/01/2026 06:00:00 - 02/01/2026 06:15:00;98,13
02/01/2026 06:15:00 - 02/01/2026 06:30:00;101,47
02/01/2026 06:30:00 - 02/01/2026 06:45:00;104,05
02/01/2026 06:45:00 - 02/01/2026 07:00:00;118,12
02/01/2026 07:00:00 - 02/01/2026 07:15:00;104,05
02/01/2026 07:15:00 - 02/01/2026 07:30:00;104,05
02/01/2026 07:30:00 - 02/01/2026 07:45:00;104,06
02/01/2026 07:45:00 - 02/01/2026 08:00:00;104,05
02/01/2026 08:00:00 - 02/01/2026 08:15:00;98,87
02/01/2026 08:15:00 - 02/01/2026 08:30:00;98,95
02/01/2026 08:30:00 - 02/01/2026 08:45:00;98,96
02/01/2026 08:45:00 - 02/01/2026 09:00:00;87,66
02/01/2026 09:00:00 - 02/01/2026 09:15:00;100,96
02/01/2026 09:15:00 - 02/01/2026 09:30:00;95,28
02/01/2026 09:30:00 - 02/01/2026 09:45:00;86,67
02/01/2026 09:45:00 - 02/01/2026 10:00:00;81,1
02/01/2026 10:00:00 - 02/01/2026 10:15:00;94,23
02/01/2026 10:15:00 - 02/01/2026 10:30:00;86,1
02/01/2026 10:30:00 - 02/01/2026 10:45:00;81,74
02/01/2026 10:45:00 - 02/01/2026 11:00:00;79,79
02/01/2026 11:00:00 - 02/01/2026 11:15:00;88,03
02/01/2026 11:15:00 - 02/01/2026 11:30:00;85,13
02/01/2026 11:30:00 - 02/01/2026 11:45:00;82,94
02/01/2026 11:45:00 - 02/01/2026 12:00:00;81,08
02/01/2026 12:00:00 - 02/01/2026 12:15:00;81,14
02/01/2026 12:15:00 - 02/01/2026 12:30:00;80,41
02/01/2026 12:30:00 - 02/01/2026 12:45:00;80,36
02/01/2026 12:45:00 - 02/01/2026 13:00:00;80,36
02/01/2026 13:00:00 - 02/01/2026 13:15:00;78,31
02/01/2026 13:15:00 - 02/01/2026 13:30:00;80,93
02/01/2026 13:30:00 - 02/01/2026 13:45:00;83,76
02/01/2026 13:45:00 - 02/01/2026 14:00:00;102,73
02/01/2026 14:00:00 - 02/01/2026 14:15:00;81,5
02/01/2026 14:15:00 - 02/01/2026 14:30:00;85,47
02/01/2026 14:30:00 - 02/01/2026 14:45:00;98,68
02/01/2026 14:45:00 - 02/01/2026 15:00:00;105,75
02/01/2026 15:00:00 - 02/01/2026 15:15:00;91,66
02/01/2026 15:15:00 - 02/01/2026 15:30:00;98,65
02/01/2026 15:30:00 - 02/01/2026 15:45:00;110,82
02/01/2026 15:45:00 - 02/01/2026 16:00:00;122,92
02/01/2026 16:00:00 - 02/01/2026 16:15:00;108,64
02/01/2026 16:15:00 - 02/01/2026 16:30:00;120,92
02/01/2026 16:30:00 - 02/01/2026 16:45:00;117,44
02/01/2026 16:45:00 - 02/01/2026 17:00:00;117,9
02/01/2026 17:00:00 - 02/01/2026 17:15:00;125,85
02/01/2026 17:15:00 - 02/01/2026 17:30:00;116,24
02/01/2026 17:30:00 - 02/01/2026 17:45:00;115,04
02/01/2026 17:45:00 - 02/01/2026 18:00:00;114,72
02/01/2026 18:00:00 - 02/01/2026 18:15:00;115,91
02/01/2026 18:15:00 - 02/01/2026 18:30:00;121,12
02/01/2026 18:30:00 - 02/01/2026 18:45:00;113,79
02/01/2026 18:45:00 - 02/01/2026 19:00:00;114,3
02/01/2026 19:00:00 - 02/01/2026 19:15:00;117,06
02/01/2026 19:15:00 - 02/01/2026 19:30:00;120,11
02/01/2026 19:30:00 - 02/01/2026 19:45:00;120,19
02/01/2026 19:45:00 - 02/01/2026 20:00:00;115,52
02/01/2026 20:00:00 - 02/01/2026 20:15:00;124,21
02/01/2026 20:15:00 - 02/01/2026 20:30:00;116,5
02/01/2026 20:30:00 - 02/01/2026 20:45:00;115,23
02/01/2026 20:45:00 - 02/01/2026 21:00:00;104,05
02/01/2026 21:00:00 - 02/01/2026 21:15:00;116,74
02/01/2026 21:15:00 - 02/01/2026 21:30:00;104,06
02/01/2026 21:30:00 - 02/01/2026 21:45:00;101,18
02/01/2026 21:45:00 - 02/01/2026 22:00:00;92,22
02/01/2026 22:00:00 - 02/01/2026 22:15:00;104,06
02/01/2026 22:15:00 - 02/01/2026 22:30:00;97,46
02/01/2026 22:30:00 - 02/01/2026 22:45:00;93,64
02/01/2026 22:45:00 - 02/01/2026 23:00:00;85,57
02/01/2026 23:00:00 - 02/01/2026 23:15:00;87,37
02/01/2026 23:15:00 - 02/01/2026 23:30:00;83,59
02/01/2026 23:30:00 - 02/01/2026 23:45:00;83,14
02/01/2026 23:45:00 - 03/01/2026 00:00:00;78,97
03/01/2026 00:00:00 - 03/01/2026 00:15:00;84,34
03/01/2026 00:15:00 - 03/01/2026 00:30:00;82,79
03/01/2026 00:30:00 - 03/01/2026 00:45:00;78,84
03/01/2026 00:45:00 - 03/01/2026 01:00:00;75,74
03/01/2026 01:00:00 - 03/01/2026 01:15:00;80,9
03/01/2026 01:15:00 - 03/01/2026 01:30:00;77,99
03/01/2026 01:30:00 - 03/01/2026 01:45:00;79,53
03/01/2026 01:45:00 - 03/01/2026 02:00:00;81,7
03/01/2026 02:00:00 - 03/01/2026 02:15:00;84,33
03/01/2026 02:15:00 - 03/01/2026 02:30:00;81,01
03/01/2026 02:30:00 - 03/01/2026 02:45:00;79,11
03/01/2026 02:45:00 - 03/01/2026 03:00:00;78,57
03/01/2026 03:00:00 - 03/01/2026 03:15:00;82,51
03/01/2026 03:15:00 - 03/01/2026 03:30:00;81,1
03/01/2026 03:30:00 - 03/01/2026 03:45:00;79,26
03/01/2026 03:45:00 - 03/01/2026 04:00:00;76,35
03/01/2026 04:00:00 - 03/01/2026 04:15:00;79,14
03/01/2026 04:15:00 - 03/01/2026 04:30:00;77,07
03/01/2026 04:30:00 - 03/01/2026 04:45:00;76,58
03/01/2026 04:45:00 - 03/01/2026 05:00:00;76,73
03/01/2026 05:00:00 - 03/01/2026 05:15:00;75,02
03/01/2026 05:15:00 - 03/01/2026 05:30:00;75,81
03/01/2026 05:30:00 - 03/01/2026 05:45:00;75,3
03/01/2026 05:45:00 - 03/01/2026 06:00:00;79,06
03/01/2026 06:00:00 - 03/01/2026 06:15:00;76,93
03/01/2026 06:15:00 - 03/01/2026 06:30:00;77,27
03/01/2026 06:30:00 - 03/01/2026 06:45:00;79,36
03/01/2026 06:45:00 - 03/01/2026 07:00:00;83,66
03/01/2026 07:00:00 - 03/01/2026 07:15:00;78,56
03/01/2026 07:15:00 - 03/01/2026 07:30:00;82
03/01/2026 07:30:00 - 03/01/2026 07:45:00;86,34
03/01/2026 07:45:00 - 03/01/2026 08:00:00;88,79
03/01/2026 08:00:00 - 03/01/2026 08:15:00;87,85
03/01/2026 08:15:00 - 03/01/2026 08:30:00;90,35
03/01/2026 08:30:00 - 03/01/2026 08:45:00;91,91
03/01/2026 08:45:00 - 03/01/2026 09:00:00;92,65
03/01/2026 09:00:00 - 03/01/2026 09:15:00;95,35
03/01/2026 09:15:00 - 03/01/2026 09:30:00;95,63
03/01/2026 09:30:00 - 03/01/2026 09:45:00;94,34
03/01/2026 09:45:00 - 03/01/2026 10:00:00;85,25
03/01/2026 10:00:00 - 03/01/2026 10:15:00;98,94
03/01/2026 10:15:00 - 03/01/2026 10:30:00;95
03/01/2026 10:30:00 - 03/01/2026 10:45:00;91,45
03/01/2026 10:45:00 - 03/01/2026 11:00:00;87,85
03/01/2026 11:00:00 - 03/01/2026 11:15:00;91,95
03/01/2026 11:15:00 - 03/01/2026 11:30:00;89
03/01/2026 11:30:00 - 03/01/2026 11:45:00;87,85
03/01/2026 11:45:00 - 03/01/2026 12:00:00;86,03
03/01/2026 12:00:00 - 03/01/2026 12:15:00;87,85
03/01/2026 12:15:00 - 03/01/2026 12:30:00;87,06
03/01/2026 12:30:00 - 03/01/2026 12:45:00;87,16
03/01/2026 12:45:00 - 03/01/2026 13:00:00;87,58
03/01/2026 13:00:00 - 03/01/2026 13:15:00;85,85
03/01/2026 13:15:00 - 03/01/2026 13:30:00;85,55
03/01/2026 13:30:00 - 03/01/2026 13:45:00;86,03
03/01/2026 13:45:00 - 03/01/2026 14:00:00;88,99
03/01/2026 14:00:00 - 03/01/2026 14:15:00;85,11
03/01/2026 14:15:00 - 03/01/2026 14:30:00;88,15
03/01/2026 14:30:00 - 03/01/2026 14:45:00;90,7
03/01/2026 14:45:00 - 03/01/2026 15:00:00;99,55
03/01/2026 15:00:00 - 03/01/2026 15:15:00;90
03/01/2026 15:15:00 - 03/01/2026 15:30:00;94,79
03/01/2026 15:30:00 - 03/01/2026 15:45:00;108,53
03/01/2026 15:45:00 - 03/01/2026 16:00:00;123,85
03/01/2026 16:00:00 - 03/01/2026 16:15:00;102,88
03/01/2026 16:15:00 - 03/01/2026 16:30:00;111,05
03/01/2026 16:30:00 - 03/01/2026 16:45:00;112,28
03/01/2026 16:45:00 - 03/01/2026 17:00:00;112,82
03/01/2026 17:00:00 - 03/01/2026 17:15:00;113,87
03/01/2026 17:15:00 - 03/01/2026 17:30:00;110,11
03/01/2026 17:30:00 - 03/01/2026 17:45:00;111,01
03/01/2026 17:45:00 - 03/01/2026 18:00:00;111,91
03/01/2026 18:00:00 - 03/01/2026 18:15:00;115,82
03/01/2026 18:15:00 - 03/01/2026 18:30:00;112,35
03/01/2026 18:30:00 - 03/01/2026 18:45:00;114,56
03/01/2026 18:45:00 - 03/01/2026 19:00:00;110,6
03/01/2026 19:00:00 - 03/01/2026 19:15:00;111,71
03/01/2026 19:15:00 - 03/01/2026 19:30:00;115,02
03/01/2026 19:30:00 - 03/01/2026 19:45:00;111,24
03/01/2026 19:45:00 - 03/01/2026 20:00:00;113,48
03/01/2026 20:00:00 - 03/01/2026 20:15:00;115,4
03/01/2026 20:15:00 - 03/01/2026 20:30:00;112,97
03/01/2026 20:30:00 - 03/01/2026 20:45:00;109,67
03/01/2026 20:45:00 - 03/01/2026 21:00:00;104,76
03/01/2026 21:00:00 - 03/01/2026 21:15:00;115,57
03/01/2026 21:15:00 - 03/01/2026 21:30:00;111,75
03/01/2026 21:30:00 - 03/01/2026 21:45:00;104,06
03/01/2026 21:45:00 - 03/01/2026 22:00:00;100,9
03/01/2026 22:00:00 - 03/01/2026 22:15:00;129,16
03/01/2026 22:15:00 - 03/01/2026 22:30:00;114,23
03/01/2026 22:30:00 - 03/01/2026 22:45:00;90,83
03/01/2026 22:45:00 - 03/01/2026 23:00:00;86,99
03/01/2026 23:00:00 - 03/01/2026 23:15:00;92,98
03/01/2026 23:15:00 - 03/01/2026 23:30:00;86,48
03/01/2026 23:30:00 - 03/01/2026 23:45:00;84,8
03/01/2026 23:45:00 - 04/01/2026 00:00:00;81,34
04/01/2026 00:00:00 - 04/01/2026 00:15:00;94,01
04/01/2026 00:15:00 - 04/01/2026 00:30:00;89,42
04/01/2026 00:30:00 - 04/01/2026 00:45:00;87,78
04/01/2026 00:45:00 - 04/01/2026 01:00:00;84,08
04/01/2026 01:00:00 - 04/01/2026 01:15:00;87,72
04/01/2026 01:15:00 - 04/01/2026 01:30:00;85,43
04/01/2026 01:30:00 - 04/01/2026 01:45:00;84,24
04/01/2026 01:45:00 - 04/01/2026 02:00:00;83,93
04/01/2026 02:00:00 - 04/01/2026 02:15:00;87,13
04/01/2026 02:15:00 - 04/01/2026 02:30:00;84,85
04/01/2026 02:30:00 - 04/01/2026 02:45:00;84,18
04/01/2026 02:45:00 - 04/01/2026 03:00:00;84,01
04/01/2026 03:00:00 - 04/01/2026 03:15:00;85,31
04/01/2026 03:15:00 - 04/01/2026 03:30:00;83,87
04/01/2026 03:30:00 - 04/01/2026 03:45:00;83,43
04/01/2026 03:45:00 - 04/01/2026 04:00:00;83,05
04/01/2026 04:00:00 - 04/01/2026 04:15:00;82,6
04/01/2026 04:15:00 - 04/01/2026 04:30:00;82,19
04/01/2026 04:30:00 - 04/01/2026 04:45:00;82,41
04/01/2026 04:45:00 - 04/01/2026 05:00:00;83,03
04/01/2026 05:00:00 - 04/01/2026 05:15:00;82,51
04/01/2026 05:15:00 - 04/01/2026 05:30:00;83,18
04/01/2026 05:30:00 - 04/01/2026 05:45:00;84,01
04/01/2026 05:45:00 - 04/01/2026 06:00:00;83,93
04/01/2026 06:00:00 - 04/01/2026 06:15:00;82,78
04/01/2026 06:15:00 - 04/01/2026 06:30:00;84,41
04/01/2026 06:30:00 - 04/01/2026 06:45:00;83,85
04/01/2026 06:45:00 - 04/01/2026 07:00:00;84,79
04/01/2026 07:00:00 - 04/01/2026 07:15:00;85,2
04/01/2026 07:15:00 - 04/01/2026 07:30:00;85,16
04/01/2026 07:30:00 - 04/01/2026 07:45:00;86,9
04/01/2026 07:45:00 - 04/01/2026 08:00:00;90,1
04/01/2026 08:00:00 - 04/01/2026 08:15:00;86,96
04/01/2026 08:15:00 - 04/01/2026 08:30:00;88,2
04/01/2026 08:30:00 - 04/01/2026 08:45:00;88,85
04/01/2026 08:45:00 - 04/01/2026 09:00:00;89,59
04/01/2026 09:00:00 - 04/01/2026 09:15:00;94,02
04/01/2026 09:15:00 - 04/01/2026 09:30:00;96
04/01/2026 09:30:00 - 04/01/2026 09:45:00;84,19
04/01/2026 09:45:00 - 04/01/2026 10:00:00;77,39
04/01/2026 10:00:00 - 04/01/2026 10:15:00;85,21
04/01/2026 10:15:00 - 04/01/2026 10:30:00;83,33
04/01/2026 10:30:00 - 04/01/2026 10:45:00;90,92
04/01/2026 10:45:00 - 04/01/2026 11:00:00;86,97
04/01/2026 11:00:00 - 04/01/2026 11:15:00;93,85
04/01/2026 11:15:00 - 04/01/2026 11:30:00;89,99
04/01/2026 11:30:00 - 04/01/2026 11:45:00;89,96
04/01/2026 11:45:00 - 04/01/2026 12:00:00;89,71
04/01/2026 12:00:00 - 04/01/2026 12:15:00;91,3
04/01/2026 12:15:00 - 04/01/2026 12:30:00;89,7
04/01/2026 12:30:00 - 04/01/2026 12:45:00;89,94
04/01/2026 12:45:00 - 04/01/2026 13:00:00;87,23
04/01/2026 13:00:00 - 04/01/2026 13:15:00;86,2
04/01/2026 13:15:00 - 04/01/2026 13:30:00;85,27
04/01/2026 13:30:00 - 04/01/2026 13:45:00;86,19
04/01/2026 13:45:00 - 04/01/2026 14:00:00;89,45
04/01/2026 14:00:00 - 04/01/2026 14:15:00;83,5
04/01/2026 14:15:00 - 04/01/2026 14:30:00;89,51
04/01/2026 14:30:00 - 04/01/2026 14:45:00;96,88
04/01/2026 14:45:00 - 04/01/2026 15:00:00;102,33
04/01/2026 15:00:00 - 04/01/2026 15:15:00;83,8
04/01/2026 15:15:00 - 04/01/2026 15:30:00;90,62
04/01/2026 15:30:00 - 04/01/2026 15:45:00;97,88
04/01/2026 15:45:00 - 04/01/2026 16:00:00;106,87
04/01/2026 16:00:00 - 04/01/2026 16:15:00;103,01
04/01/2026 16:15:00 - 04/01/2026 16:30:00;113,78
04/01/2026 16:30:00 - 04/01/2026 16:45:00;116,34
04/01/2026 16:45:00 - 04/01/2026 17:00:00;120,92
04/01/2026 17:00:00 - 04/01/2026 17:15:00;113,99
04/01/2026 17:15:00 - 04/01/2026 17:30:00;119,02
04/01/2026 17:30:00 - 04/01/2026 17:45:00;117,5
04/01/2026 17:45:00 - 04/01/2026 18:00:00;123,19
04/01/2026 18:00:00 - 04/01/2026 18:15:00;121
04/01/2026 18:15:00 - 04/01/2026 18:30:00;120,93
04/01/2026 18:30:00 - 04/01/2026 18:45:00;119,49
04/01/2026 18:45:00 - 04/01/2026 19:00:00;123,3
04/01/2026 19:00:00 - 04/01/2026 19:15:00;123,5
04/01/2026 19:15:00 - 04/01/2026 19:30:00;120,92
04/01/2026 19:30:00 - 04/01/2026 19:45:00;119,38
04/01/2026 19:45:00 - 04/01/2026 20:00:00;115,06
04/01/2026 20:00:00 - 04/01/2026 20:15:00;121,3
04/01/2026 20:15:00 - 04/01/2026 20:30:00;115,33
04/01/2026 20:30:00 - 04/01/2026 20:45:00;110
04/01/2026 20:45:00 - 04/01/2026 21:00:00;103,17
04/01/2026 21:00:00 - 04/01/2026 21:15:00;106,87
04/01/2026 21:15:00 - 04/01/2026 21:30:00;102,42
04/01/2026 21:30:00 - 04/01/2026 21:45:00;98,5
04/01/2026 21:45:00 - 04/01/2026 22:00:00;92,99
04/01/2026 22:00:00 - 04/01/2026 22:15:00;113,9
04/01/2026 22:15:00 - 04/01/2026 22:30:00;105,92
04/01/2026 22:30:00 - 04/01/2026 22:45:00;97,83
04/01/2026 22:45:00 - 04/01/2026 23:00:00;90,68
04/01/2026 23:00:00 - 04/01/2026 23:15:00;97,61
04/01/2026 23:15:00 - 04/01/2026 23:30:00;89,73
04/01/2026 23:30:00 - 04/01/2026 23:45:00;86,33
04/01/2026 23:45:00 - 05/01/2026 00:00:00;83,17
05/01/2026 00:00:00 - 05/01/2026 00:15:00;107,97
05/01/2026 00:15:00 - 05/01/2026 00:30:00;91,48
05/01/2026 00:30:00 - 05/01/2026 00:45:00;87,94
05/01/2026 00:45:00 - 05/01/2026 01:00:00;82,58
05/01/2026 01:00:00 - 05/01/2026 01:15:00;92,96
05/01/2026 01:15:00 - 05/01/2026 01:30:00;90
05/01/2026 01:30:00 - 05/01/2026 01:45:00;86,74
05/01/2026 01:45:00 - 05/01/2026 02:00:00;85,69
05/01/2026 02:00:00 - 05/01/2026 02:15:00;87,21
05/01/2026 02:15:00 - 05/01/2026 02:30:00;86,61
05/01/2026 02:30:00 - 05/01/2026 02:45:00;86,93
05/01/2026 02:45:00 - 05/01/2026 03:00:00;85,28
05/01/2026 03:00:00 - 05/01/2026 03:15:00;86,36
05/01/2026 03:15:00 - 05/01/2026 03:30:00;85,97
05/01/2026 03:30:00 - 05/01/2026 03:45:00;85,74
05/01/2026 03:45:00 - 05/01/2026 04:00:00;87,18
05/01/2026 04:00:00 - 05/01/2026 04:15:00;86,25
05/01/2026 04:15:00 - 05/01/2026 04:30:00;86,73
05/01/2026 04:30:00 - 05/01/2026 04:45:00;87,01
05/01/2026 04:45:00 - 05/01/2026 05:00:00;89,99
05/01/2026 05:00:00 - 05/01/2026 05:15:00;87,46
05/01/2026 05:15:00 - 05/01/2026 05:30:00;88,35
05/01/2026 05:30:00 - 05/01/2026 05:45:00;89,11
05/01/2026 05:45:00 - 05/01/2026 06:00:00;98,51
05/01/2026 06:00:00 - 05/01/2026 06:15:00;87,38
05/01/2026 06:15:00 - 05/01/2026 06:30:00;104,9
05/01/2026 06:30:00 - 05/01/2026 06:45:00;118,71
05/01/2026 06:45:00 - 05/01/2026 07:00:00;125,1
05/01/2026 07:00:00 - 05/01/2026 07:15:00;114,46
05/01/2026 07:15:00 - 05/01/2026 07:30:00;120,92
05/01/2026 07:30:00 - 05/01/2026 07:45:00;132,96
05/01/2026 07:45:00 - 05/01/2026 08:00:00;148,91
05/01/2026 08:00:00 - 05/01/2026 08:15:00;145,35
05/01/2026 08:15:00 - 05/01/2026 08:30:00;156,49
05/01/2026 08:30:00 - 05/01/2026 08:45:00;148,97
05/01/2026 08:45:00 - 05/01/2026 09:00:00;153,89
05/01/2026 09:00:00 - 05/01/2026 09:15:00;162,99
05/01/2026 09:15:00 - 05/01/2026 09:30:00;161,49
05/01/2026 09:30:00 - 05/01/2026 09:45:00;147,22
05/01/2026 09:45:00 - 05/01/2026 10:00:00;136,9
05/01/2026 10:00:00 - 05/01/2026 10:15:00;162,46
05/01/2026 10:15:00 - 05/01/2026 10:30:00;147,2
05/01/2026 10:30:00 - 05/01/2026 10:45:00;140,56
05/01/2026 10:45:00 - 05/01/2026 11:00:00;135,13
05/01/2026 11:00:00 - 05/01/2026 11:15:00;140,94
05/01/2026 11:15:00 - 05/01/2026 11:30:00;136,81
05/01/2026 11:30:00 - 05/01/2026 11:45:00;136,7
05/01/2026 11:45:00 - 05/01/2026 12:00:00;134,93
05/01/2026 12:00:00 - 05/01/2026 12:15:00;135,16
05/01/2026 12:15:00 - 05/01/2026 12:30:00;133,8
05/01/2026 12:30:00 - 05/01/2026 12:45:00;134,77
05/01/2026 12:45:00 - 05/01/2026 13:00:00;137,71
05/01/2026 13:00:00 - 05/01/2026 13:15:00;133,8
05/01/2026 13:15:00 - 05/01/2026 13:30:00;134,83
